
[1/4] Loading dataset …
Processing...
  Category filter: ['Bench_vice', 'C_Clamps', 'Pipe_vice', 'Gate_Valve', 'Press_Tool', 'Tool_Post', 'Crane_hook']
  193 STEP files after category filter
  [58/193] [CACHED] C_Clamps_05/C_Clamps_05.STEP — 5 nodes
  [59/193] [CACHED] C_Clamps_06/C_Clamps_06.stp — 9 nodes
  [60/193] [CACHED] C_Clamps_07/C_Clamps_07.stp — 7 nodes
  [61/193] [CACHED] C_Clamps_08/C_Clamps_08.stp — 2 nodes
  [62/193] [CACHED] C_Clamps_09/C_Clamps_09.STEP — 9 nodes
  [63/193] [CACHED] C_Clamps_10/C_Clamps_10.stp — 7 nodes
  [64/193] [CACHED] C_Clamps_11/C_Clamps_11.STEP — 2 nodes
  [65/193] [CACHED] C_Clamps_12/C_Clamps_12.stp — 5 nodes
  [66/193] [CACHED] C_Clamps_13/C_Clamps_13.STEP — 6 nodes
  [67/193] [CACHED] C_Clamps_14/C_Clamps_14.STEP — 4 nodes
  [68/193] [CACHED] C_Clamps_15/C_Clamps_15.stp — 4 nodes
  [69/193] [CACHED] C_Clamps_16/C_Clamps_16.stp — 10 nodes
  [70/193] [CACHED] C_Clamps_18/C_Clamps_18.stp — 3 nodes
  [71/193] [CACHED] C_Clamps_19/C_Clamps_19.stp — 6 nodes
  [72/193] [CACHED] C_Clamps_20/C_Clamps_20.stp — 2 nodes
  [73/193] [CACHED] C_Clamps_21/C_Clamps_21.STEP — 6 nodes
  [74/193] [CACHED] C_Clamps_22/C_Clamps_22.stp — 7 nodes
  [75/193] [CACHED] C_Clamps_23/C_Clamps_23.STEP — 16 nodes
  [76/193] [CACHED] C_Clamps_26/C_Clamps_26.stp — 11 nodes
  [77/193] [CACHED] C_Clamps_28/C_Clamps_28.step — 10 nodes
  [78/193] [CACHED] C_Clamps_29/C_Clamps_29.stp — 7 nodes
  [79/193] [CACHED] C_Clamps_31/C_Clamps_31.stp — 6 nodes
  [80/193] [CACHED] C_Clamps_32/C_Clamps_32.step — 10 nodes
  [81/193] [CACHED] C_Clamps_33/C_Clamps_33.stp — 9 nodes
  [82/193] [CACHED] C_Clamps_36/C_Clamps_36.STEP — 5 nodes
  [83/193] [CACHED] C_Clamps_37/C_Clamps_37.step — 5 nodes
  [84/193] [CACHED] C_Clamps_38/C_Clamps_38.STEP — 8 nodes
  [85/193] [CACHED] C_Clamps_40/C_Clamps_40.stp — 4 nodes
  [86/193] [CACHED] Crane_Hook_01/Crane_Hook_01.stp — 33 nodes
  [87/193] [CACHED] Crane_Hook_02/Crane_Hook_02.STEP — 35 nodes
  [88/193] [CACHED] Crane_Hook_04/Crane_Hook_04.STEP — 44 nodes
  [89/193] [CACHED] Crane_Hook_05/Crane_Hook_05.STEP — 15 nodes
  [90/193] [CACHED] Crane_Hook_06/Crane_Hook_06.step — 20 nodes
  [91/193] [CACHED] Crane_Hook_07/Crane_Hook_07.stp — 46 nodes
  [92/193] [CACHED] Crane_Hook_09/Crane_Hook_09.step — 28 nodes
  [93/193] [CACHED] Crane_Hook_10/Crane_Hook_10.stp — 46 nodes
  [94/193] [CACHED] Crane_Hook_11/Crane_Hook_11.stp — 19 nodes
  [95/193] [CACHED] Crane_Hook_12/Crane_Hook_12.stp — 53 nodes
  [96/193] [CACHED] Crane_Hook_13/Crane_Hook_13.stp — 28 nodes
  [97/193] [CACHED] Crane_Hook_15/Crane_Hook_15.STEP — 86 nodes
  [98/193] [CACHED] Crane_Hook_17/Crane_Hook_17.stp — 49 nodes
  [99/193] [CACHED] Crane_Hook_21/Crane_Hook_21.STEP — 57 nodes
  [100/193] [CACHED] Crane_Hook_22/Crane_Hook_22.STEP — 66 nodes
  [101/193] [CACHED] Crane_Hook_23/Crane_Hook_23.step — 24 nodes
  [102/193] [CACHED] Gate_Valve_02/Gate_Valve_02.STEP — 4 nodes
  [103/193] [CACHED] Gate_Valve_03/Gate_Valve_03.stp — 40 nodes
  [104/193] [CACHED] Gate_Valve_04/Gate_Valve_04.stp — 63 nodes
  [105/193] [CACHED] Gate_Valve_05/Gate_Valve_05.stp — 87 nodes
  [106/193] [CACHED] Gate_Valve_06/Gate_Valve_06.stp — 41 nodes
  [107/193] [CACHED] Gate_Valve_07/Gate_Valve_07.stp — 69 nodes
  [108/193] [CACHED] Gate_Valve_10/Gate_Valve_10.stp — 61 nodes
  [109/193] [CACHED] Gate_Valve_11/Gate_Valve_11.STEP — 47 nodes
  [110/193] Parsing: Gate_Valve_12/Gate_Valve_12.stp
    [detail] Gate_Valve_12.stp: worker process crashed (no output)
  [ERROR]   Gate_Valve_12/Gate_Valve_12.stp — parse failed
  [111/193] [CACHED] Gate_Valve_14/Gate_Valve_14.stp — 59 nodes
  [112/193] Parsing: Gate_Valve_15/Gate_Valve_15.stp
  [OK]  Gate_Valve_15/Gate_Valve_15.stp — 51 nodes  63 edges  (36.9s)
  [113/193] [CACHED] Gate_Valve_23/Gate_Valve_23.STEP — 35 nodes
  [114/193] [CACHED] Gate_Valve_24/Gate_Valve_24.STEP — 81 nodes
  [115/193] [CACHED] Gate_Valve_25/Gate_Valve_25.STEP — 22 nodes
  [116/193] [CACHED] Gate_Valve_27/Gate_Valve_27.stp — 5 nodes
  [117/193] [CACHED] Gate_Valve_31/Gate_Valve_31.STEP — 4 nodes
  [118/193] [CACHED] Gate_Valve_34/Gate_Valve_34.stp — 62 nodes
  [119/193] [CACHED] Gate_Valve_35/Gate_Valve_35.step — 43 nodes
  [120/193] [CACHED] Gate_Valve_36/Gate_Valve_36.STEP — 93 nodes
  [121/193] [CACHED] Gate_Valve_37/Gate_Valve_37.stp — 2 nodes
  [122/193] [CACHED] Gate_Valve_38/Gate_Valve_38.stp — 176 nodes
  [123/193] [CACHED] Pipe_Vice_01/Pipe_Vice_01.stp — 10 nodes
  [124/193] [CACHED] Pipe_Vice_03/Pipe_Vice_03.STEP — 6 nodes
  [125/193] [CACHED] Pipe_Vice_04/Pipe_Vice_04.stp — 6 nodes
  [126/193] [CACHED] Pipe_Vice_07/Pipe_Vice_07.STEP — 20 nodes
  [127/193] [CACHED] Pipe_Vice_08/Pipe_Vice_08.STEP — 5 nodes
  [128/193] [CACHED] Pipe_Vice_09/Pipe_Vice_09.STEP — 7 nodes
  [129/193] [CACHED] Pipe_Vice_10/Pipe_Vice_10.stp — 11 nodes
  [130/193] [CACHED] Pipe_Vice_11/Pipe_Vice_11.STEP — 36 nodes
  [131/193] [CACHED] Pipe_Vice_14/Pipe_Vice_14.stp — 10 nodes
  [132/193] [CACHED] Pipe_Vice_15/Pipe_Vice_15.STEP — 6 nodes
  [133/193] [CACHED] Pipe_Vice_16/Pipe_Vice_16.stp — 21 nodes
  [134/193] [CACHED] Pipe_Vice_17/Pipe_Vice_17.step — 16 nodes
  [135/193] [CACHED] Pipe_Vice_19/Pipe_Vice_19.stp — 16 nodes
  [136/193] [CACHED] Pipe_Vice_20/Pipe_Vice_20.stp — 20 nodes
  [137/193] [CACHED] Pipe_Vice_21/Pipe_Vice_21.step — 3 nodes
  [138/193] [CACHED] Pipe_Vice_22/Pipe_Vice_22.stp — 8 nodes
  [139/193] [CACHED] Pipe_Vice_23/Pipe_Vice_23.STEP — 21 nodes
  [140/193] [CACHED] Pipe_Vice_24/Pipe_Vice_24.stp — 10 nodes
  [141/193] [CACHED] Pipe_Vice_25/Pipe_Vice_25.stp — 16 nodes
  [142/193] [CACHED] Pipe_Vice_27/Pipe_Vice_27.STEP — 17 nodes
  [143/193] [CACHED] Pipe_Vice_28/Pipe_Vice_28.stp — 7 nodes
  [144/193] [CACHED] Pipe_Vice_29/Pipe_Vice_29.stp — 6 nodes
  [145/193] [CACHED] Pipe_Vice_30/Pipe_Vice_30.STEP — 6 nodes
  [146/193] [CACHED] Pipe_Vice_31/Pipe_Vice_31.stp — 7 nodes
  [147/193] [CACHED] Pipe_Vice_32/Pipe_Vice_32.stp — 9 nodes
  [148/193] [CACHED] Pipe_Vice_33/Pipe_Vice_33.stp — 6 nodes
  [149/193] [CACHED] Pipe_Vice_35/Pipe_Vice_35.stp — 10 nodes
  [150/193] [CACHED] Pipe_Vice_36/Pipe_Vice_36.STEP — 7 nodes
  [151/193] [CACHED] Pipe_Vice_37/Pipe_Vice_37.stp — 8 nodes
  [152/193] [CACHED] Pipe_Vice_38/Pipe_Vice_38.stp — 10 nodes
  [153/193] [CACHED] Pipe_Vice_40/Pipe_Vice_40.stp — 39 nodes
  [154/193] [CACHED] Pipe_Vice_41/Pipe_Vice_41.stp — 5 nodes
  [155/193] [CACHED] Pipe_Vice_42/Pipe_Vice_42.stp — 6 nodes
  [156/193] [CACHED] Pipe_Vice_43/Pipe_Vice_43.stp — 15 nodes
  [157/193] [CACHED] Pipe_Vice_44/Pipe_Vice_44.STEP — 39 nodes
  [158/193] [CACHED] Pipe_Vice_45/Pipe_Vice_45.STEP — 30 nodes
  [159/193] [CACHED] Pipe_Vice_46/Pipe_Vice_46.stp — 6 nodes
  [160/193] [CACHED] Pipe_Vice_48/Pipe_Vice_48.step — 8 nodes
  [161/193] [CACHED] Pipe_Vice_49/Pipe_Vice_49.STEP — 19 nodes
  [162/193] [CACHED] Pipe_Vice_50/Pipe_Vice_50.stp — 8 nodes
  [163/193] [CACHED] Pipe_Vice_51/Pipe_Vice_51.step — 6 nodes
  [164/193] [CACHED] Pipe_Vice_53/Pipe_Vice_53.step — 5 nodes
  [165/193] [CACHED] Press_Tool_02/Press_Tool_02.stp — 10 nodes
  [166/193] [CACHED] Press_Tool_04/Press_Tool_04.stp — 98 nodes
  [167/193] [CACHED] Press_Tool_05/Press_Tool_05.stp — 14 nodes
  [168/193] [CACHED] Press_Tool_06/Press_Tool_06.STEP — 10 nodes
  [169/193] [CACHED] Press_Tool_07/Press_Tool_07.stp — 170 nodes
  [170/193] [CACHED] Press_Tool_08/Press_Tool_08.step — 178 nodes
  [171/193] [CACHED] Press_Tool_09/Press_Tool_09.STEP — 89 nodes
  [172/193] [CACHED] Press_Tool_10/Press_Tool_10.step — 145 nodes
  [173/193] [CACHED] Press_Tool_12/Press_Tool_12.STEP — 198 nodes
  [174/193] [CACHED] Press_Tool_13/Press_Tool_13.stp — 10 nodes
  [175/193] [CACHED] Press_Tool_14/Press_Tool_14.stp — 10 nodes
  [176/193] [CACHED] Press_Tool_15/Press_Tool_15.stp — 10 nodes
  [177/193] [CACHED] Press_Tool_16/Press_Tool_16.stp — 10 nodes
  [178/193] [CACHED] Press_Tool_17/Press_Tool_17.step — 10 nodes
  [179/193] [CACHED] Press_Tool_18/Press_Tool_18.step — 8 nodes
  [180/193] [CACHED] Press_Tool_19/Press_Tool_19.step — 37 nodes
  [181/193] [CACHED] Press_Tool_21/Press_Tool_21.stp — 43 nodes
  [182/193] [CACHED] Press_Tool_23/Press_Tool_23.stp — 10 nodes
  [183/193] [CACHED] Press_Tool_24/Press_Tool_24.STEP — 10 nodes
  [184/193] [CACHED] Press_Tool_25/Press_Tool_25.stp — 14 nodes
  [185/193] [CACHED] Press_Tool_26/Press_Tool_26.step — 16 nodes
  [186/193] [CACHED] Tool_Post_01/Tool_Post_01.step — 31 nodes
  [187/193] [CACHED] Tool_Post_02/Tool_Post_02.stp — 28 nodes
  [188/193] [CACHED] Tool_Post_05/Tool_Post_05.STEP — 54 nodes
  [189/193] [CACHED] Tool_Post_08/Tool_Post_08.stp — 15 nodes
  [190/193] [CACHED] Tool_Post_10/Tool_Post_10.stp — 50 nodes
  [191/193] [CACHED] Tool_Post_13/Tool_Post_13.stp — 27 nodes
  [192/193] [CACHED] Tool_Post_14/Tool_Post_14.stp — 24 nodes
  [193/193] [CACHED] Tool_Post_17/Tool_Post_17.STEP — 31 nodes
  Parsed 1 new  |  cached: 191  errors: 1  timeouts: 0
  Using 192 real assembly graph(s) — no synthetic data.
  Saved 192 graphs → data/processed/processed/data.pt
  Saved source paths    → data/processed/processed/sources.json
  Saved categories      → data/processed/processed/categories.json
Done!
      192 graphs loaded.
      Dataset: 192 graphs | mean nodes=26.9 | mean edges=81.1 | categories: Bench_vice=54 C_Clamps=31 Crane_hook=16 Gate_Valve=20 Pipe_vice=42 Press_Tool=21 Tool_Post=8

[2/4] Building model …  (5-fold CV)

[3/4] Training (5 folds) …

=======================================================
  FOLD 1 / 5
=======================================================
    [DIAG] graph 44: 2 nodes, 2 dir-edges, 1 pos, requested 1 neg but only 0 possible
/Users/mbp/Documents/MTECH/Sem4/Individual_project/AI_Assisted_3D_Assembly_Design/AI-Assisted-3D-Assembly-Design/.venv/lib/python3.12/site-packages/torch_geometric/transforms/base_transform.py:32: UserWarning: There are not enough negative edges to satisfy the provided sampling ratio. The ratio will be adjusted to 0.00.
  return self.forward(copy.copy(data))
    [DIAG] graph 60: 2 nodes, 2 dir-edges, 1 pos, requested 1 neg but only 0 possible
    [DIAG] graph 63: 2 nodes, 2 dir-edges, 1 pos, requested 1 neg but only 0 possible
    [DIAG] graph 71: 2 nodes, 2 dir-edges, 1 pos, requested 1 neg but only 0 possible
    [DIAG] graph 119: 2 nodes, 2 dir-edges, 1 pos, requested 1 neg but only 0 possible
  Fold 1/5 — train: 136  val: 35  test: 21
Model built on mps  |  total params: 2,441,809
    batch 1/9
    batch 6/9
  Ep   1/200  loss=1.5588  AUC=0.5699  AP=0.6425  smoothAUC=0.5699  (808.2s)
  ✓ Fold 1 new best smoothed AUC=0.5699  saved.
    batch 1/9
    batch 6/9
  Ep   2/200  loss=1.4792  AUC=0.5977  AP=0.6581  smoothAUC=0.5838  (37.7s)
  ✓ Fold 1 new best smoothed AUC=0.5838  saved.
    batch 1/9
    batch 6/9
  Ep   3/200  loss=1.4211  AUC=0.6024  AP=0.6604  smoothAUC=0.5900  (40.1s)
  ✓ Fold 1 new best smoothed AUC=0.5900  saved.
    batch 1/9
    batch 6/9
  Ep   4/200  loss=1.3937  AUC=0.6543  AP=0.6897  smoothAUC=0.6182  (39.3s)
  ✓ Fold 1 new best smoothed AUC=0.6182  saved.
    batch 1/9
    batch 6/9
  Ep   5/200  loss=1.3455  AUC=0.6459  AP=0.6930  smoothAUC=0.6342  (38.1s)
  ✓ Fold 1 new best smoothed AUC=0.6342  saved.
    batch 1/9
    batch 6/9
  Ep   6/200  loss=1.2900  AUC=0.6596  AP=0.6943  smoothAUC=0.6533  (41.1s)
  ✓ Fold 1 new best smoothed AUC=0.6533  saved.
    batch 1/9
    batch 6/9
  Ep   7/200  loss=1.2695  AUC=0.6660  AP=0.6956  smoothAUC=0.6572  (43.3s)
  ✓ Fold 1 new best smoothed AUC=0.6572  saved.
    batch 1/9
    batch 6/9
  Ep   8/200  loss=1.1817  AUC=0.6554  AP=0.6918  smoothAUC=0.6603  (37.9s)
  ✓ Fold 1 new best smoothed AUC=0.6603  saved.
    batch 1/9
    batch 6/9
  Ep   9/200  loss=1.1704  AUC=0.6781  AP=0.7154  smoothAUC=0.6665  (35.9s)
  ✓ Fold 1 new best smoothed AUC=0.6665  saved.
    batch 1/9
    batch 6/9
  Ep  10/200  loss=1.1527  AUC=0.6760  AP=0.7055  smoothAUC=0.6698  (39.2s)
  ✓ Fold 1 new best smoothed AUC=0.6698  saved.
    batch 1/9
    batch 6/9
  Ep  11/200  loss=1.1322  AUC=0.6883  AP=0.7196  smoothAUC=0.6808  (50.9s)
  ✓ Fold 1 new best smoothed AUC=0.6808  saved.
    batch 1/9
    batch 6/9
  Ep  12/200  loss=1.1477  AUC=0.6958  AP=0.7502  smoothAUC=0.6867  (40.8s)
  ✓ Fold 1 new best smoothed AUC=0.6867  saved.
    batch 1/9
    batch 6/9
  Ep  13/200  loss=1.0730  AUC=0.6960  AP=0.7553  smoothAUC=0.6934  (31.1s)
  ✓ Fold 1 new best smoothed AUC=0.6934  saved.
    batch 1/9
    batch 6/9
  Ep  14/200  loss=1.0304  AUC=0.6624  AP=0.7048  smoothAUC=0.6848  (35.7s)
    batch 1/9
    batch 6/9
  Ep  15/200  loss=1.1041  AUC=0.6685  AP=0.6972  smoothAUC=0.6756  (39.1s)
    batch 1/9
    batch 6/9
  Ep  16/200  loss=1.0551  AUC=0.6996  AP=0.7370  smoothAUC=0.6768  (39.4s)
    batch 1/9
    batch 6/9
  Ep  17/200  loss=1.0052  AUC=0.7359  AP=0.7757  smoothAUC=0.7013  (47.7s)
  ✓ Fold 1 new best smoothed AUC=0.7013  saved.
    batch 1/9
    batch 6/9
  Ep  18/200  loss=0.9556  AUC=0.7618  AP=0.7902  smoothAUC=0.7324  (62.0s)
  ✓ Fold 1 new best smoothed AUC=0.7324  saved.
    batch 1/9
    batch 6/9
  Ep  19/200  loss=0.9759  AUC=0.7193  AP=0.7782  smoothAUC=0.7390  (49.1s)
  ✓ Fold 1 new best smoothed AUC=0.7390  saved.
    batch 1/9
    batch 6/9
  Ep  20/200  loss=0.9303  AUC=0.7275  AP=0.7832  smoothAUC=0.7362  (32.4s)
    batch 1/9
    batch 6/9
  Ep  21/200  loss=0.8963  AUC=0.7340  AP=0.7832  smoothAUC=0.7269  (53.7s)
    batch 1/9
    batch 6/9
  Ep  22/200  loss=0.8816  AUC=0.7325  AP=0.7837  smoothAUC=0.7313  (40.1s)
    batch 1/9
    batch 6/9
  Ep  23/200  loss=0.8924  AUC=0.7336  AP=0.7701  smoothAUC=0.7334  (43.6s)
    batch 1/9
    batch 6/9
  Ep  24/200  loss=0.8522  AUC=0.7306  AP=0.7604  smoothAUC=0.7322  (50.9s)
    batch 1/9
    batch 6/9
  Ep  25/200  loss=0.8202  AUC=0.7152  AP=0.7743  smoothAUC=0.7265  (39.4s)
    batch 1/9
    batch 6/9
  Ep  26/200  loss=0.8671  AUC=0.7253  AP=0.7636  smoothAUC=0.7237  (65.7s)
    batch 1/9
    batch 6/9
  Ep  27/200  loss=0.8787  AUC=0.7120  AP=0.7444  smoothAUC=0.7175  (48.9s)
    batch 1/9
    batch 6/9
  Ep  28/200  loss=0.8191  AUC=0.7136  AP=0.7379  smoothAUC=0.7170  (51.9s)
    batch 1/9
    batch 6/9
  Ep  29/200  loss=0.8238  AUC=0.7234  AP=0.7534  smoothAUC=0.7163  (48.1s)
    batch 1/9
    batch 6/9
  Ep  30/200  loss=0.7599  AUC=0.7182  AP=0.7644  smoothAUC=0.7184  (49.8s)
    batch 1/9
    batch 6/9
  Ep  31/200  loss=0.7556  AUC=0.7176  AP=0.7710  smoothAUC=0.7197  (46.9s)
    batch 1/9
    batch 6/9
  Ep  32/200  loss=0.7331  AUC=0.7197  AP=0.7654  smoothAUC=0.7185  (42.2s)
    batch 1/9
    batch 6/9
  Ep  33/200  loss=0.7298  AUC=0.7118  AP=0.7633  smoothAUC=0.7164  (47.3s)
    batch 1/9
    batch 6/9
  Ep  34/200  loss=0.6840  AUC=0.7104  AP=0.7619  smoothAUC=0.7140  (46.9s)
    batch 1/9
    batch 6/9
  Ep  35/200  loss=0.7048  AUC=0.7155  AP=0.7645  smoothAUC=0.7126  (52.8s)
    batch 1/9
    batch 6/9
  Ep  36/200  loss=0.6655  AUC=0.7171  AP=0.7608  smoothAUC=0.7143  (55.8s)
    batch 1/9
    batch 6/9
  Ep  37/200  loss=0.6742  AUC=0.7041  AP=0.7427  smoothAUC=0.7122  (52.2s)
    batch 1/9
    batch 6/9
  Ep  38/200  loss=0.6998  AUC=0.6988  AP=0.7395  smoothAUC=0.7067  (51.3s)
    batch 1/9
    batch 6/9
  Ep  39/200  loss=0.7026  AUC=0.7000  AP=0.7451  smoothAUC=0.7010  (45.0s)

  Early stopping at epoch 39.

  Fold 1 test — AUC=0.6938  AP=0.6777  (random=0.5000)

=======================================================
  FOLD 2 / 5
=======================================================
/Users/mbp/Documents/MTECH/Sem4/Individual_project/AI_Assisted_3D_Assembly_Design/AI-Assisted-3D-Assembly-Design/.venv/lib/python3.12/site-packages/torch_geometric/transforms/base_transform.py:32: UserWarning: There are not enough negative edges to satisfy the provided sampling ratio. The ratio will be adjusted to 0.00.
  return self.forward(copy.copy(data))
    [DIAG] graph 63: 2 nodes, 2 dir-edges, 1 pos, requested 1 neg but only 0 possible
    [DIAG] graph 119: 2 nodes, 2 dir-edges, 1 pos, requested 1 neg but only 0 possible
    [DIAG] graph 44: 2 nodes, 2 dir-edges, 1 pos, requested 1 neg but only 0 possible
    [DIAG] graph 60: 2 nodes, 2 dir-edges, 1 pos, requested 1 neg but only 0 possible
    [DIAG] graph 71: 2 nodes, 2 dir-edges, 1 pos, requested 1 neg but only 0 possible
  Fold 2/5 — train: 137  val: 34  test: 21
Model built on mps  |  total params: 2,441,809
    batch 1/9
    batch 6/9
  Ep   1/200  loss=1.6014  AUC=0.5612  AP=0.5316  smoothAUC=0.5612  (60.4s)
  ✓ Fold 2 new best smoothed AUC=0.5612  saved.
    batch 1/9
    batch 6/9
  Ep   2/200  loss=1.5000  AUC=0.6085  AP=0.5975  smoothAUC=0.5848  (121.2s)
  ✓ Fold 2 new best smoothed AUC=0.5848  saved.
    batch 1/9
    batch 6/9
  Ep   3/200  loss=1.4761  AUC=0.6099  AP=0.6057  smoothAUC=0.5932  (529.6s)
  ✓ Fold 2 new best smoothed AUC=0.5932  saved.
    batch 1/9
    batch 6/9
  Ep   4/200  loss=1.4509  AUC=0.5940  AP=0.6093  smoothAUC=0.6041  (70.8s)
  ✓ Fold 2 new best smoothed AUC=0.6041  saved.
    batch 1/9
    batch 6/9
  Ep   5/200  loss=1.4191  AUC=0.5748  AP=0.5828  smoothAUC=0.5929  (74.2s)
    batch 1/9
    batch 6/9
  Ep   6/200  loss=1.3727  AUC=0.5880  AP=0.5966  smoothAUC=0.5856  (94.9s)
    batch 1/9
    batch 6/9
  Ep   7/200  loss=1.2677  AUC=0.5881  AP=0.5941  smoothAUC=0.5836  (87.0s)
    batch 1/9
    batch 6/9
  Ep   8/200  loss=1.2773  AUC=0.5873  AP=0.5924  smoothAUC=0.5878  (63.7s)
    batch 1/9
    batch 6/9
  Ep   9/200  loss=1.2281  AUC=0.5843  AP=0.5949  smoothAUC=0.5865  (71.4s)
    batch 1/9
    batch 6/9
  Ep  10/200  loss=1.1980  AUC=0.5942  AP=0.6070  smoothAUC=0.5886  (63.7s)
    batch 1/9
    batch 6/9
  Ep  11/200  loss=1.2014  AUC=0.5971  AP=0.6262  smoothAUC=0.5919  (101.0s)
    batch 1/9
    batch 6/9
  Ep  12/200  loss=1.1947  AUC=0.6368  AP=0.6487  smoothAUC=0.6094  (81.6s)
  ✓ Fold 2 new best smoothed AUC=0.6094  saved.
    batch 1/9
    batch 6/9
